Brand,Style,Colour,Size,Description,PLU,EAN,SKU,Comm Code,
ESTIMO,1692,BLUE,8,rex rabbit fur,0002736201,,,,
ESTIMO,1692,BLUE,10,rex rabbit fur,0002736202,,,,
ESTIMO,1692,BLUE,12,rex rabbit fur,0002736203,,,,
ESTIMO,1692,BLUE,14,rex rabbit fur,0002736204,,,,
ESTIMO,1692,BLUE,16,rex rabbit fur,0002736205,,,,
ESTIMO,1692,BLUE,18,rex rabbit fur,0002736206,,,,
ESTIMO,1692,BLUE,20,rex rabbit fur,0002736207,,,,
ESTIMO,1692,BLUE,22,rex rabbit fur,0002736208,,,,
ESTIMO,1692,BLUE,24,rex rabbit fur,0002736209,,,,
ESTIMO,1692,BLUE,26,rex rabbit fur,0002736210,,,,
ESTIMO,1692,BLUE,28,rex rabbit fur,0002736211,,,,
ESTIMO,1692,BROWN,6,rex rabbit fur,0002737400,,,,
ESTIMO,1692,BROWN,8,rex rabbit fur,0002737401,,,,
ESTIMO,1692,BROWN,10,rex rabbit fur,0002737402,,,,
ESTIMO,1692,BROWN,12,rex rabbit fur,0002737403,,,,
ESTIMO,1692,BROWN,14,rex rabbit fur,0002737404,,,,
ESTIMO,1692,BROWN,16,rex rabbit fur,0002737405,,,,
ESTIMO,1692,BROWN,18,rex rabbit fur,0002737406,,,,
ESTIMO,1692,BROWN,20,rex rabbit fur,0002737407,,,,
ESTIMO,1692,BROWN,22,rex rabbit fur,0002737408,,,,
ESTIMO,1692,BROWN,24,rex rabbit fur,0002737409,,,,
ESTIMO,1692,BROWN,26,rex rabbit fur,0002737410,,,,
ESTIMO,1692,BROWN,28,rex rabbit fur,0002737411,,,,
ESTIMO,1693,BROWN,6,rex rabbit fur,0002733800,,,,
ESTIMO,1693,BROWN,8,rex rabbit fur,0002733801,,,,
ESTIMO,1693,BROWN,10,rex rabbit fur,0002733802,,,,
ESTIMO,1693,BROWN,12,rex rabbit fur,0002733803,,,,
ESTIMO,1693,BROWN,14,rex rabbit fur,0002733804,,,,
ESTIMO,1693,BROWN,16,rex rabbit fur,0002733805,,,,
ESTIMO,1693,BROWN,18,rex rabbit fur,0002733806,,,,
ESTIMO,1693,BROWN,20,rex rabbit fur,0002733807,,,,
ESTIMO,1693,BROWN,22,rex rabbit fur,0002733808,,,,
ESTIMO,1693,BROWN,24,rex rabbit fur,0002733809,,,,
ESTIMO,1693,BROWN,26,rex rabbit fur,0002733810,,,,
ESTIMO,1693,BROWN,28,rex rabbit fur,0002733811,,,,
ESTIMO,1693,GREEN,6,rex rabbit fur,0002735000,,,,
ESTIMO,1693,GREEN,8,rex rabbit fur,0002735001,,,,
ESTIMO,1693,GREEN,10,rex rabbit fur,0002735002,,,,
ESTIMO,1693,GREEN,12,rex rabbit fur,0002735003,,,,
ESTIMO,1693,GREEN,14,rex rabbit fur,0002735004,,,,
ESTIMO,1693,GREEN,16,rex rabbit fur,0002735005,,,,
ESTIMO,1693,GREEN,18,rex rabbit fur,0002735006,,,,
ESTIMO,1693,GREEN,20,rex rabbit fur,0002735007,,,,
ESTIMO,1693,GREEN,22,rex rabbit fur,0002735008,,,,
ESTIMO,1693,GREEN,24,rex rabbit fur,0002735009,,,,
ESTIMO,1693,GREEN,26,rex rabbit fur,0002735010,,,,
ESTIMO,1693,GREEN,28,rex rabbit fur,0002735011,,,,
ESTIMO,1693 K,BLUE,6,REX RABBIT FUR,0002731400,,,,
ESTIMO,1693 K,BLUE,8,REX RABBIT FUR,0002731401,,,,
ESTIMO,1693 K,BLUE,10,REX RABBIT FUR,0002731402,,,,
ESTIMO,1693 K,BLUE,12,REX RABBIT FUR,0002731403,,,,
ESTIMO,1693 K,BLUE,14,REX RABBIT FUR,0002731404,,,,
ESTIMO,1693 K,BLUE,16,REX RABBIT FUR,0002731405,,,,
ESTIMO,1693 K,BLUE,18,REX RABBIT FUR,0002731406,,,,
ESTIMO,1693 K,BLUE,20,REX RABBIT FUR,0002731407,,,,
ESTIMO,1693 K,BLUE,22,REX RABBIT FUR,0002731408,,,,
ESTIMO,1693 K,BLUE,24,REX RABBIT FUR,0002731409,,,,
ESTIMO,1693 K,BLUE,26,REX RABBIT FUR,0002731410,,,,
ESTIMO,1693 K,BLUE,28,REX RABBIT FUR,0002731411,,,,
ESTIMO,1702,BLACK,6,REX RABBIT FUR SNOWTIP RACKOON,0002727800,,,,
ESTIMO,1702,BLACK,8,REX RABBIT FUR SNOWTIP RACKOON,0002727801,,,,
ESTIMO,1702,BLACK,10,REX RABBIT FUR SNOWTIP RACKOON,0002727802,,,,
ESTIMO,1702,BLACK,12,REX RABBIT FUR SNOWTIP RACKOON,0002727803,,,,
ESTIMO,1702,BLACK,14,REX RABBIT FUR SNOWTIP RACKOON,0002727804,,,,
ESTIMO,1702,BLACK,16,REX RABBIT FUR SNOWTIP RACKOON,0002727805,,,,
ESTIMO,1702,BLACK,18,REX RABBIT FUR SNOWTIP RACKOON,0002727806,,,,
ESTIMO,1702,BLACK,20,REX RABBIT FUR SNOWTIP RACKOON,0002727807,,,,
ESTIMO,1702,BLACK,22,REX RABBIT FUR SNOWTIP RACKOON,0002727808,,,,
ESTIMO,1702,BLACK,24,REX RABBIT FUR SNOWTIP RACKOON,0002727809,,,,
ESTIMO,1702,BLACK,26,REX RABBIT FUR SNOWTIP RACKOON,0002727810,,,,
ESTIMO,1702,BLACK,28,REX RABBIT FUR SNOWTIP RACKOON,0002727811,,,,
ESTIMO,1716,BLACK,XXXS,estimo soft lamb biker,0002716600,,,,
ESTIMO,1716,BLACK,XXS,estimo soft lamb biker,0002716601,,,,
ESTIMO,1716,BLACK,XS,estimo soft lamb biker,0002716602,,,,
ESTIMO,1716,BLACK,S,estimo soft lamb biker,0002716603,,,,
ESTIMO,1716,BLACK,M,estimo soft lamb biker,0002716604,,,,
ESTIMO,1716,BLACK,L,estimo soft lamb biker,0002716605,,,,
ESTIMO,1716,BLACK,XL,estimo soft lamb biker,0002716606,,,,
ESTIMO,1716,BLACK,2XL,estimo soft lamb biker,0002716607,,,,
ESTIMO,1716,BLACK,3XL,estimo soft lamb biker,0002716608,,,,
ESTIMO,1716,BLACK,4XL,estimo soft lamb biker,0002716609,,,,
ESTIMO,1716,BLACK,5XL,estimo soft lamb biker,0002716610,,,,
ESTIMO,1716,BLACK,6XL,estimo soft lamb biker,0002716611,,,,
ESTIMO,1716,BLACK,7XL,estimo soft lamb biker,0002716612,,,,
ESTIMO,1716,BLACK,8XL,estimo soft lamb biker,0002716613,,,,
ESTIMO,1716,BLACK,9XL,estimo soft lamb biker,0002716614,,,,
ESTIMO,1716,CAMEL,XXXS,estimo soft lamb biker,0002718000,,,,
ESTIMO,1716,CAMEL,XXS,estimo soft lamb biker,0002718001,,,,
ESTIMO,1716,CAMEL,XS,estimo soft lamb biker,0002718002,,,,
ESTIMO,1716,CAMEL,S,estimo soft lamb biker,0002718003,,,,
ESTIMO,1716,CAMEL,M,estimo soft lamb biker,0002718004,,,,
ESTIMO,1716,CAMEL,L,estimo soft lamb biker,0002718005,,,,
ESTIMO,1716,CAMEL,XL,estimo soft lamb biker,0002718006,,,,
ESTIMO,1716,CAMEL,2XL,estimo soft lamb biker,0002718007,,,,
ESTIMO,1716,CAMEL,3XL,estimo soft lamb biker,0002718008,,,,
ESTIMO,1716,CAMEL,4XL,estimo soft lamb biker,0002718009,,,,
ESTIMO,1716,CAMEL,5XL,estimo soft lamb biker,0002718010,,,,
ESTIMO,1716,CAMEL,6XL,estimo soft lamb biker,0002718011,,,,
ESTIMO,1716,CAMEL,7XL,estimo soft lamb biker,0002718012,,,,
ESTIMO,1716,CAMEL,8XL,estimo soft lamb biker,0002718013,,,,
ESTIMO,1716,CAMEL,9XL,estimo soft lamb biker,0002718014,,,,
ESTIMO,20005-G-R3,BLACK,6,BELTED FUR COLLAR S/SKIN JACKET,0003263800,,,,
ESTIMO,20005-G-R3,BLACK,8,BELTED FUR COLLAR S/SKIN JACKET,0003263801,,,,
ESTIMO,20005-G-R3,BLACK,10,BELTED FUR COLLAR S/SKIN JACKET,0003263802,,,,
ESTIMO,20005-G-R3,BLACK,12,BELTED FUR COLLAR S/SKIN JACKET,0003263803,,,,
ESTIMO,20005-G-R3,BLACK,14,BELTED FUR COLLAR S/SKIN JACKET,0003263804,,,,
ESTIMO,20005-G-R3,BLACK,16,BELTED FUR COLLAR S/SKIN JACKET,0003263805,,,,
ESTIMO,20005-G-R3,BLACK,18,BELTED FUR COLLAR S/SKIN JACKET,0003263806,,,,
ESTIMO,20005-G-R3,BLACK,20,BELTED FUR COLLAR S/SKIN JACKET,0003263807,,,,
ESTIMO,20005-G-R3,BLACK,22,BELTED FUR COLLAR S/SKIN JACKET,0003263808,,,,
ESTIMO,20005-G-R3,BLACK,24,BELTED FUR COLLAR S/SKIN JACKET,0003263809,,,,
ESTIMO,20005-G-R3,BLACK,26,BELTED FUR COLLAR S/SKIN JACKET,0003263810,,,,
ESTIMO,20005-G-R3,BLACK,28,BELTED FUR COLLAR S/SKIN JACKET,0003263811,,,,
ESTIMO,20081-G-T4,BABY PINK,6,S/SKIN COAT,0003265000,,,,
ESTIMO,20081-G-T4,BABY PINK,8,S/SKIN COAT,0003265001,,,,
ESTIMO,20081-G-T4,BABY PINK,10,S/SKIN COAT,0003265002,,,,
ESTIMO,20081-G-T4,BABY PINK,12,S/SKIN COAT,0003265003,,,,
ESTIMO,20081-G-T4,BABY PINK,14,S/SKIN COAT,0003265004,,,,
ESTIMO,20081-G-T4,BABY PINK,16,S/SKIN COAT,0003265005,,,,
ESTIMO,20081-G-T4,BABY PINK,18,S/SKIN COAT,0003265006,,,,
ESTIMO,20081-G-T4,BABY PINK,20,S/SKIN COAT,0003265007,,,,
ESTIMO,20081-G-T4,BABY PINK,22,S/SKIN COAT,0003265008,,,,
ESTIMO,20081-G-T4,BABY PINK,24,S/SKIN COAT,0003265009,,,,
ESTIMO,20081-G-T4,BABY PINK,26,S/SKIN COAT,0003265010,,,,
ESTIMO,20081-G-T4,BABY PINK,28,S/SKIN COAT,0003265011,,,,
ESTIMO,2020-2,BLACK,XXXS,BOX S/SKIN,0003003100,,,,
ESTIMO,2020-2,BLACK,XXS,BOX S/SKIN,0003003101,,,,
ESTIMO,2020-2,BLACK,XS,BOX S/SKIN,0003003102,,,,
ESTIMO,2020-2,BLACK,S,BOX S/SKIN,0003003103,,,,
ESTIMO,2020-2,BLACK,M,BOX S/SKIN,0003003104,,,,
ESTIMO,2020-2,BLACK,L,BOX S/SKIN,0003003105,,,,
ESTIMO,2020-2,BLACK,XL,BOX S/SKIN,0003003106,,,,
ESTIMO,2020-2,BLACK,2XL,BOX S/SKIN,0003003107,,,,
ESTIMO,2020-2,BLACK,3XL,BOX S/SKIN,0003003108,,,,
ESTIMO,2020-2,BLACK,4XL,BOX S/SKIN,0003003109,,,,
ESTIMO,2020-2,BLACK,5XL,BOX S/SKIN,0003003110,,,,
ESTIMO,2020-2,BLACK,6XL,BOX S/SKIN,0003003111,,,,
ESTIMO,2020-2,BLACK,7XL,BOX S/SKIN,0003003112,,,,
ESTIMO,2020-2,BLACK,8XL,BOX S/SKIN,0003003113,,,,
ESTIMO,2020-2,BLACK,9XL,BOX S/SKIN,0003003114,,,,
ESTIMO,2487,BLACK,XXXS,LONG REEFER S/SKIN,0002977900,,,,
ESTIMO,2487,BLACK,XXS,LONG REEFER S/SKIN,0002977901,,,,
ESTIMO,2487,BLACK,XS,LONG REEFER S/SKIN,0002977902,,,,
ESTIMO,2487,BLACK,S,LONG REEFER S/SKIN,0002977903,,,,
ESTIMO,2487,BLACK,M,LONG REEFER S/SKIN,0002977904,,,,
ESTIMO,2487,BLACK,L,LONG REEFER S/SKIN,0002977905,,,,
ESTIMO,2487,BLACK,XL,LONG REEFER S/SKIN,0002977906,,,,
ESTIMO,2487,BLACK,2XL,LONG REEFER S/SKIN,0002977907,,,,
ESTIMO,2487,BLACK,3XL,LONG REEFER S/SKIN,0002977908,,,,
ESTIMO,2487,BLACK,4XL,LONG REEFER S/SKIN,0002977909,,,,
ESTIMO,2487,BLACK,5XL,LONG REEFER S/SKIN,0002977910,,,,
ESTIMO,2487,BLACK,6XL,LONG REEFER S/SKIN,0002977911,,,,
ESTIMO,2487,BLACK,7XL,LONG REEFER S/SKIN,0002977912,,,,
ESTIMO,2487,BLACK,8XL,LONG REEFER S/SKIN,0002977913,,,,
ESTIMO,2487,BLACK,9XL,LONG REEFER S/SKIN,0002977914,,,,
ESTIMO,2515,DARK BROWN,XXXS,BOX S/SKIN,0003004500,,,,
ESTIMO,2515,DARK BROWN,XXS,BOX S/SKIN,0003004501,,,,
ESTIMO,2515,DARK BROWN,XS,BOX S/SKIN,0003004502,,,,
ESTIMO,2515,DARK BROWN,S,BOX S/SKIN,0003004503,,,,
ESTIMO,2515,DARK BROWN,M,BOX S/SKIN,0003004504,,,,
ESTIMO,2515,DARK BROWN,L,BOX S/SKIN,0003004505,,,,
ESTIMO,2515,DARK BROWN,XL,BOX S/SKIN,0003004506,,,,
ESTIMO,2515,DARK BROWN,2XL,BOX S/SKIN,0003004507,,,,
ESTIMO,2515,DARK BROWN,3XL,BOX S/SKIN,0003004508,,,,
ESTIMO,2515,DARK BROWN,4XL,BOX S/SKIN,0003004509,,,,
ESTIMO,2515,DARK BROWN,5XL,BOX S/SKIN,0003004510,,,,
ESTIMO,2515,DARK BROWN,6XL,BOX S/SKIN,0003004511,,,,
ESTIMO,2515,DARK BROWN,7XL,BOX S/SKIN,0003004512,,,,
ESTIMO,2515,DARK BROWN,8XL,BOX S/SKIN,0003004513,,,,
ESTIMO,2515,DARK BROWN,9XL,BOX S/SKIN,0003004514,,,,
ESTIMO,2580,BLACK,XXXS,2 POCKET S/SKIN,0002976500,,,,
ESTIMO,2580,BLACK,XXS,2 POCKET S/SKIN,0002976501,,,,
ESTIMO,2580,BLACK,XS,2 POCKET S/SKIN,0002976502,,,,
ESTIMO,2580,BLACK,S,2 POCKET S/SKIN,0002976503,,,,
ESTIMO,2580,BLACK,M,2 POCKET S/SKIN,0002976504,,,,
ESTIMO,2580,BLACK,L,2 POCKET S/SKIN,0002976505,,,,
ESTIMO,2580,BLACK,XL,2 POCKET S/SKIN,0002976506,,,,
ESTIMO,2580,BLACK,2XL,2 POCKET S/SKIN,0002976507,,,,
ESTIMO,2580,BLACK,3XL,2 POCKET S/SKIN,0002976508,,,,
ESTIMO,2580,BLACK,4XL,2 POCKET S/SKIN,0002976509,,,,
ESTIMO,2580,BLACK,5XL,2 POCKET S/SKIN,0002976510,,,,
ESTIMO,2580,BLACK,6XL,2 POCKET S/SKIN,0002976511,,,,
ESTIMO,2580,BLACK,7XL,2 POCKET S/SKIN,0002976512,,,,
ESTIMO,2580,BLACK,8XL,2 POCKET S/SKIN,0002976513,,,,
ESTIMO,2580,BLACK,9XL,2 POCKET S/SKIN,0002976514,,,,
ESTIMO,2598,GRAY,XXXS,SHEEPSKIN BOMBER,0002961100,,,,
ESTIMO,2598,GRAY,XXS,SHEEPSKIN BOMBER,0002961101,,,,
ESTIMO,2598,GRAY,XS,SHEEPSKIN BOMBER,0002961102,,,,
ESTIMO,2598,GRAY,S,SHEEPSKIN BOMBER,0002961103,,,,
ESTIMO,2598,GRAY,M,SHEEPSKIN BOMBER,0002961104,,,,
ESTIMO,2598,GRAY,L,SHEEPSKIN BOMBER,0002961105,,,,
ESTIMO,2598,GRAY,XL,SHEEPSKIN BOMBER,0002961106,,,,
ESTIMO,2598,GRAY,2XL,SHEEPSKIN BOMBER,0002961107,,,,
ESTIMO,2598,GRAY,3XL,SHEEPSKIN BOMBER,0002961108,,,,
ESTIMO,2598,GRAY,4XL,SHEEPSKIN BOMBER,0002961109,,,,
ESTIMO,2598,GRAY,5XL,SHEEPSKIN BOMBER,0002961110,,,,
ESTIMO,2598,GRAY,6XL,SHEEPSKIN BOMBER,0002961111,,,,
ESTIMO,2598,GRAY,7XL,SHEEPSKIN BOMBER,0002961112,,,,
ESTIMO,2598,GRAY,8XL,SHEEPSKIN BOMBER,0002961113,,,,
ESTIMO,2598,GRAY,9XL,SHEEPSKIN BOMBER,0002961114,,,,
ESTIMO,2630,BLACK,XXXS,HODDED SHEEPSKIN,0002956900,,,,
ESTIMO,2630,BLACK,XXS,HODDED SHEEPSKIN,0002956901,,,,
ESTIMO,2630,BLACK,XS,HODDED SHEEPSKIN,0002956902,,,,
ESTIMO,2630,BLACK,S,HODDED SHEEPSKIN,0002956903,,,,
ESTIMO,2630,BLACK,M,HODDED SHEEPSKIN,0002956904,,,,
ESTIMO,2630,BLACK,L,HODDED SHEEPSKIN,0002956905,,,,
ESTIMO,2630,BLACK,XL,HODDED SHEEPSKIN,0002956906,,,,
ESTIMO,2630,BLACK,2XL,HODDED SHEEPSKIN,0002956907,,,,
ESTIMO,2630,BLACK,3XL,HODDED SHEEPSKIN,0002956908,,,,
ESTIMO,2630,BLACK,4XL,HODDED SHEEPSKIN,0002956909,,,,
ESTIMO,2630,BLACK,5XL,HODDED SHEEPSKIN,0002956910,,,,
ESTIMO,2630,BLACK,6XL,HODDED SHEEPSKIN,0002956911,,,,
ESTIMO,2630,BLACK,7XL,HODDED SHEEPSKIN,0002956912,,,,
ESTIMO,2630,BLACK,8XL,HODDED SHEEPSKIN,0002956913,,,,
ESTIMO,2630,BLACK,9XL,HODDED SHEEPSKIN,0002956914,,,,
ESTIMO,2630,BLUE,XXXS,HODDED SHEEPSKIN,0002958300,,,,
ESTIMO,2630,BLUE,XXS,HODDED SHEEPSKIN,0002958301,,,,
ESTIMO,2630,BLUE,XS,HODDED SHEEPSKIN,0002958302,,,,
ESTIMO,2630,BLUE,S,HODDED SHEEPSKIN,0002958303,,,,
ESTIMO,2630,BLUE,M,HODDED SHEEPSKIN,0002958304,,,,
ESTIMO,2630,BLUE,L,HODDED SHEEPSKIN,0002958305,,,,
ESTIMO,2630,BLUE,XL,HODDED SHEEPSKIN,0002958306,,,,
ESTIMO,2630,BLUE,2XL,HODDED SHEEPSKIN,0002958307,,,,
ESTIMO,2630,BLUE,3XL,HODDED SHEEPSKIN,0002958308,,,,
ESTIMO,2630,BLUE,4XL,HODDED SHEEPSKIN,0002958309,,,,
ESTIMO,2630,BLUE,5XL,HODDED SHEEPSKIN,0002958310,,,,
ESTIMO,2630,BLUE,6XL,HODDED SHEEPSKIN,0002958311,,,,
ESTIMO,2630,BLUE,7XL,HODDED SHEEPSKIN,0002958312,,,,
ESTIMO,2630,BLUE,8XL,HODDED SHEEPSKIN,0002958313,,,,
ESTIMO,2630,BLUE,9XL,HODDED SHEEPSKIN,0002958314,,,,
ESTIMO,2634,BLACK,XXXS,CROC S/SKIN,0002991900,,,,
ESTIMO,2634,BLACK,XXS,CROC S/SKIN,0002991901,,,,
ESTIMO,2634,BLACK,XS,CROC S/SKIN,0002991902,,,,
ESTIMO,2634,BLACK,S,CROC S/SKIN,0002991903,,,,
ESTIMO,2634,BLACK,M,CROC S/SKIN,0002991904,,,,
ESTIMO,2634,BLACK,L,CROC S/SKIN,0002991905,,,,
ESTIMO,2634,BLACK,XL,CROC S/SKIN,0002991906,,,,
ESTIMO,2634,BLACK,2XL,CROC S/SKIN,0002991907,,,,
ESTIMO,2634,BLACK,3XL,CROC S/SKIN,0002991908,,,,
ESTIMO,2634,BLACK,4XL,CROC S/SKIN,0002991909,,,,
ESTIMO,2634,BLACK,5XL,CROC S/SKIN,0002991910,,,,
ESTIMO,2634,BLACK,6XL,CROC S/SKIN,0002991911,,,,
ESTIMO,2634,BLACK,7XL,CROC S/SKIN,0002991912,,,,
ESTIMO,2634,BLACK,8XL,CROC S/SKIN,0002991913,,,,
ESTIMO,2634,BLACK,9XL,CROC S/SKIN,0002991914,,,,
ESTIMO,2634,BLACK/SNU,XXXS,CROC S/SKIN,0003000300,,,,
ESTIMO,2634,BLACK/SNU,XXS,CROC S/SKIN,0003000301,,,,
ESTIMO,2634,BLACK/SNU,XS,CROC S/SKIN,0003000302,,,,
ESTIMO,2634,BLACK/SNU,S,CROC S/SKIN,0003000303,,,,
ESTIMO,2634,BLACK/SNU,M,CROC S/SKIN,0003000304,,,,
ESTIMO,2634,BLACK/SNU,L,CROC S/SKIN,0003000305,,,,
ESTIMO,2634,BLACK/SNU,XL,CROC S/SKIN,0003000306,,,,
ESTIMO,2634,BLACK/SNU,2XL,CROC S/SKIN,0003000307,,,,
ESTIMO,2634,BLACK/SNU,3XL,CROC S/SKIN,0003000308,,,,
ESTIMO,2634,BLACK/SNU,4XL,CROC S/SKIN,0003000309,,,,
ESTIMO,2634,BLACK/SNU,5XL,CROC S/SKIN,0003000310,,,,
ESTIMO,2634,BLACK/SNU,6XL,CROC S/SKIN,0003000311,,,,
ESTIMO,2634,BLACK/SNU,7XL,CROC S/SKIN,0003000312,,,,
ESTIMO,2634,BLACK/SNU,8XL,CROC S/SKIN,0003000313,,,,
ESTIMO,2634,BLACK/SNU,9XL,CROC S/SKIN,0003000314,,,,
ESTIMO,2635,BLUE,XXXS,STRAIGHT ZIP S/SKIN,0002966700,,,,
ESTIMO,2635,BLUE,XXS,STRAIGHT ZIP S/SKIN,0002966701,,,,
ESTIMO,2635,BLUE,XS,STRAIGHT ZIP S/SKIN,0002966702,,,,
ESTIMO,2635,BLUE,S,STRAIGHT ZIP S/SKIN,0002966703,,,,
ESTIMO,2635,BLUE,M,STRAIGHT ZIP S/SKIN,0002966704,,,,
ESTIMO,2635,BLUE,L,STRAIGHT ZIP S/SKIN,0002966705,,,,
ESTIMO,2635,BLUE,XL,STRAIGHT ZIP S/SKIN,0002966706,,,,
ESTIMO,2635,BLUE,2XL,STRAIGHT ZIP S/SKIN,0002966707,,,,
ESTIMO,2635,BLUE,3XL,STRAIGHT ZIP S/SKIN,0002966708,,,,
ESTIMO,2635,BLUE,4XL,STRAIGHT ZIP S/SKIN,0002966709,,,,
ESTIMO,2635,BLUE,5XL,STRAIGHT ZIP S/SKIN,0002966710,,,,
ESTIMO,2635,BLUE,6XL,STRAIGHT ZIP S/SKIN,0002966711,,,,
ESTIMO,2635,BLUE,7XL,STRAIGHT ZIP S/SKIN,0002966712,,,,
ESTIMO,2635,BLUE,8XL,STRAIGHT ZIP S/SKIN,0002966713,,,,
ESTIMO,2635,BLUE,9XL,STRAIGHT ZIP S/SKIN,0002966714,,,,
ESTIMO,2640,BLACK,XXXS,BUBBLE S/SKIN,0002989100,,,,
ESTIMO,2640,BLACK,XXS,BUBBLE S/SKIN,0002989101,,,,
ESTIMO,2640,BLACK,XS,BUBBLE S/SKIN,0002989102,,,,
ESTIMO,2640,BLACK,S,BUBBLE S/SKIN,0002989103,,,,
ESTIMO,2640,BLACK,M,BUBBLE S/SKIN,0002989104,,,,
ESTIMO,2640,BLACK,L,BUBBLE S/SKIN,0002989105,,,,
ESTIMO,2640,BLACK,XL,BUBBLE S/SKIN,0002989106,,,,
ESTIMO,2640,BLACK,2XL,BUBBLE S/SKIN,0002989107,,,,
ESTIMO,2640,BLACK,3XL,BUBBLE S/SKIN,0002989108,,,,
ESTIMO,2640,BLACK,4XL,BUBBLE S/SKIN,0002989109,,,,
ESTIMO,2640,BLACK,5XL,BUBBLE S/SKIN,0002989110,,,,
ESTIMO,2640,BLACK,6XL,BUBBLE S/SKIN,0002989111,,,,
ESTIMO,2640,BLACK,7XL,BUBBLE S/SKIN,0002989112,,,,
ESTIMO,2640,BLACK,8XL,BUBBLE S/SKIN,0002989113,,,,
ESTIMO,2640,BLACK,9XL,BUBBLE S/SKIN,0002989114,,,,
ESTIMO,30199,BLACK,6,3/4 S/SKIN COAT,0003267700,,,,
ESTIMO,30199,BLACK,8,3/4 S/SKIN COAT,0003267701,,,,
ESTIMO,30199,BLACK,10,3/4 S/SKIN COAT,0003267702,,,,
ESTIMO,30199,BLACK,12,3/4 S/SKIN COAT,0003267703,,,,
ESTIMO,30199,BLACK,14,3/4 S/SKIN COAT,0003267704,,,,
ESTIMO,30199,BLACK,16,3/4 S/SKIN COAT,0003267705,,,,
ESTIMO,30199,BLACK,18,3/4 S/SKIN COAT,0003267706,,,,
ESTIMO,30199,BLACK,20,3/4 S/SKIN COAT,0003267707,,,,
ESTIMO,30199,BLACK,22,3/4 S/SKIN COAT,0003267708,,,,
ESTIMO,30199,BLACK,24,3/4 S/SKIN COAT,0003267709,,,,
ESTIMO,30199,BLACK,26,3/4 S/SKIN COAT,0003267710,,,,
ESTIMO,30199,BLACK,28,3/4 S/SKIN COAT,0003267711,,,,
ESTIMO,3977,BLACK,XXXS,bomber hoody,0003651600,,,,
ESTIMO,3977,BLACK,XXS,bomber hoody,0003651601,,,,
ESTIMO,3977,BLACK,XS,bomber hoody,0003651602,,,,
ESTIMO,3977,BLACK,S,bomber hoody,0003651603,,,,
ESTIMO,3977,BLACK,M,bomber hoody,0003651604,,,,
ESTIMO,3977,BLACK,L,bomber hoody,0003651605,,,,
ESTIMO,3977,BLACK,XL,bomber hoody,0003651606,,,,
ESTIMO,3977,BLACK,2XL,bomber hoody,0003651607,,,,
ESTIMO,3977,BLACK,3XL,bomber hoody,0003651608,,,,
ESTIMO,3977,BLACK,4XL,bomber hoody,0003651609,,,,
ESTIMO,3977,BLACK,5XL,bomber hoody,0003651610,,,,
ESTIMO,3977,BLACK,6XL,bomber hoody,0003651611,,,,
ESTIMO,3977,BLACK,7XL,bomber hoody,0003651612,,,,
ESTIMO,3977,BLACK,8XL,bomber hoody,0003651613,,,,
ESTIMO,3977,BLACK,9XL,bomber hoody,0003651614,,,,
ESTIMO,4029 MENS,BLACK,XXXS,biker criss cross,0003650100,,,,
ESTIMO,4029 MENS,BLACK,XXS,biker criss cross,0003650101,,,,
ESTIMO,4029 MENS,BLACK,XS,biker criss cross,0003650102,,,,
ESTIMO,4029 MENS,BLACK,S,biker criss cross,0003650103,,,,
ESTIMO,4029 MENS,BLACK,M,biker criss cross,0003650104,,,,
ESTIMO,4029 MENS,BLACK,L,biker criss cross,0003650105,,,,
ESTIMO,4029 MENS,BLACK,XL,biker criss cross,0003650106,,,,
ESTIMO,4029 MENS,BLACK,2XL,biker criss cross,0003650107,,,,
ESTIMO,4029 MENS,BLACK,3XL,biker criss cross,0003650108,,,,
ESTIMO,4029 MENS,BLACK,4XL,biker criss cross,0003650109,,,,
ESTIMO,4029 MENS,BLACK,5XL,biker criss cross,0003650110,,,,
ESTIMO,4029 MENS,BLACK,6XL,biker criss cross,0003650111,,,,
ESTIMO,4029 MENS,BLACK,7XL,biker criss cross,0003650112,,,,
ESTIMO,4029 MENS,BLACK,8XL,biker criss cross,0003650113,,,,
ESTIMO,4029 MENS,BLACK,9XL,biker criss cross,0003650114,,,,
ESTIMO,50556,BLACK,6,REVERSIBLE CHANEL JACKET,0003260200,,,,
ESTIMO,50556,BLACK,8,REVERSIBLE CHANEL JACKET,0003260201,,,,
ESTIMO,50556,BLACK,10,REVERSIBLE CHANEL JACKET,0003260202,,,,
ESTIMO,50556,BLACK,12,REVERSIBLE CHANEL JACKET,0003260203,,,,
ESTIMO,50556,BLACK,14,REVERSIBLE CHANEL JACKET,0003260204,,,,
ESTIMO,50556,BLACK,16,REVERSIBLE CHANEL JACKET,0003260205,,,,
ESTIMO,50556,BLACK,18,REVERSIBLE CHANEL JACKET,0003260206,,,,
ESTIMO,50556,BLACK,20,REVERSIBLE CHANEL JACKET,0003260207,,,,
ESTIMO,50556,BLACK,22,REVERSIBLE CHANEL JACKET,0003260208,,,,
ESTIMO,50556,BLACK,24,REVERSIBLE CHANEL JACKET,0003260209,,,,
ESTIMO,50556,BLACK,26,REVERSIBLE CHANEL JACKET,0003260210,,,,
ESTIMO,50556,BLACK,28,REVERSIBLE CHANEL JACKET,0003260211,,,,
